"","OBJECTID","STREET","ROADCAT_DS","SHIELD_NO","ShapeSTLen","id","area","geometry","Cross_Times","Passage_Distances"
"1",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062773470494, 32.2655412937677),"2022-12-18 13:27:15 UTC",2999.3141237599
"1.1",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.0627738815, 32.2655009140162),"2022-10-31 17:57:07 UTC",3003.82257657774
"1.2",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062774652984, 32.2654251186562),"2022-06-20 19:25:09 UTC",3012.30077255813
"1.3",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062775694136, 32.2653434932428),"2022-10-12 11:27:11 UTC",3021.47208687916
"1.4",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062775157559, 32.2653755459858),"2022-01-27 17:45:44 UTC",3017.85669593648
"1.5",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062771405463, 32.2657441743929),"2022-07-05 10:21:11 UTC",2976.75039103139
"1.6",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062770672008, 32.265816233073),"2022-09-13 18:49:04 UTC",2968.77206281916
"1.7",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062770320335, 32.2658507832708),"2022-12-06 15:26:08 UTC",2964.95340335555
"1.8",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062769927177, 32.2658894092578),"2022-08-27 11:04:12 UTC",2960.68946304962
"1.9",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062769914471, 32.2658906575895),"2022-08-27 11:04:12 UTC",2960.55175090045
"1.10",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062768860177, 32.2659942368224),"2022-02-09 12:05:09 UTC",2949.14532682074
"1.11",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062765342369, 32.2663398427607),"2022-01-20 09:26:08 UTC",2911.37884209999
"1.12",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062765964956, 32.2662786771092),"2023-05-09 11:41:06 UTC",2918.02952309632
"1.13",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062766745024, 32.266202039636),"2023-01-14 11:27:10 UTC",2926.38283985461
"1.14",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062766743946, 32.2662021455381),"2023-01-14 11:27:10 UTC",2926.37128122527
"1.15",8156,"N CAMINO DE OESTE","Major local road","0",13433.6443874397,"id",2.040521108e-06,c(-111.062767372494, 32.2661403941036),"2022-02-09 09:30:09 UTC",2933.11837170043
