"","OBJECTID","STREET","ROADCAT_DS","SHIELD_NO","ShapeSTLen","id","area","geometry","Cross_Times","Passage_Distances"
"1",7330,"N AVENIDA ALBOR","Minor local road","0",3189.64421097403,"id",2.040521108e-06,c(-111.033555905924, 32.2749286228338),"2023-02-22 17:39:07 UTC",1772.14233395369
"1.1",7330,"N AVENIDA ALBOR","Minor local road","0",3189.64421097403,"id",2.040521108e-06,c(-111.032228120763, 32.276638011889),"2023-02-10 16:25:06 UTC",1844.64520309553
"2",7576,"N BENJAMEN PL","Minor local road","0",917.076362275762,"id",2.040521108e-06,c(-111.067070494351, 32.3166090328848),"2023-02-19 11:34:10 UTC",2615.02439422646
"3",8659,"N COMMERCE DR","Minor local road","0",1341.79948130793,"id",2.040521108e-06,c(-111.01867191622, 32.2757881432355),"2023-02-23 11:05:08 UTC",769.350021858409
"4",8746,"N COTTON PL","Minor local road","0",821.395212414577,"id",2.040521108e-06,c(-111.063442866356, 32.3105428992163),"2023-02-04 00:51:07 UTC",1890.33254749138
"5",8993,"N DESERT SAGUARO CT","Minor local road","0",1285.99967045989,"id",2.040521108e-06,c(-111.055887331203, 32.3061064050858),"2023-02-20 03:23:08 UTC",754.351927399596
"5.1",8993,"N DESERT SAGUARO CT","Minor local road","0",1285.99967045989,"id",2.040521108e-06,c(-111.055029022504, 32.3069372932458),"2023-02-14 09:13:09 UTC",677.46519248626
"6",9016,"N DESERT WILLOW DR","Minor local road","0",5684.46348519767,"id",2.040521108e-06,c(-111.073446973564, 32.3173976773667),"2023-02-04 03:11:15 UTC",2063.89235297489
"6.1",9016,"N DESERT WILLOW DR","Minor local road","0",5684.46348519767,"id",2.040521108e-06,c(-111.073032319749, 32.3179472838102),"2023-02-04 03:19:14 UTC",2012.7557975844
"6.2",9016,"N DESERT WILLOW DR","Minor local road","0",5684.46348519767,"id",2.040521108e-06,c(-111.072821136457, 32.3201500718813),"2023-02-19 12:50:10 UTC",1737.80123517193
"6.3",9016,"N DESERT WILLOW DR","Minor local road","0",5684.46348519767,"id",2.040521108e-06,c(-111.072854784537, 32.3199489081373),"2023-02-19 13:23:10 UTC",1761.03652846599
"7",9622,"N GRACIOUS CT","Minor local road","0",777.13902449858,"id",2.040521108e-06,c(-111.049290669698, 32.3013286765946),"2023-02-14 10:02:09 UTC",627.293389890937
"8",9636,"N GRANNEN RD","Minor local road","0",1614.40754420918,"id",2.040521108e-06,c(-111.037468685808, 32.272085029514),"2023-02-12 12:23:09 UTC",1612.27743148543
"9",10161,"N KILLDEER DR","Minor local road","0",3441.46981395845,"id",2.040521108e-06,c(-111.066053902852, 32.3115594356016),"2023-02-04 01:22:08 UTC",2260.82988689804
"9.1",10161,"N KILLDEER DR","Minor local road","0",3441.46981395845,"id",2.040521108e-06,c(-111.065478430232, 32.3129264646687),"2023-02-19 18:28:10 UTC",2289.73590730737
"9.2",10161,"N KILLDEER DR","Minor local road","0",3441.46981395845,"id",2.040521108e-06,c(-111.064486905965, 32.3150393590586),"2023-02-19 10:58:10 UTC",2334.37558629805
"9.3",10161,"N KILLDEER DR","Minor local road","0",3441.46981395845,"id",2.040521108e-06,c(-111.063303413767, 32.3143250910176),"2023-02-19 10:42:10 UTC",2176.98744220653
"10",10213,"N LA CHOLLA BL","Minor local road","0",1580.21744638288,"id",2.040521108e-06,c(-111.011883068159, 32.269011141649),"2023-02-23 12:16:08 UTC",136.959194116405
"10.1",10213,"N LA CHOLLA BL","Minor local road","0",1580.21744638288,"id",2.040521108e-06,c(-111.011885733152, 32.2687204097164),"2023-02-23 13:50:09 UTC",181.112528314443
"11",11069,"N PALO VERDE VISTA PL","Minor local road","0",778.031342657956,"id",2.040521108e-06,c(-111.058899646029, 32.3078210310241),"2023-02-13 19:44:08 UTC",1193.3760326919
"12",11080,"N PANORAMA DR","Minor local road","0",2879.4762331991,"id",2.040521108e-06,c(-111.069262676588, 32.3233215809673),"2023-02-04 04:36:10 UTC",1715.41316679441
"12.1",11080,"N PANORAMA DR","Minor local road","0",2879.4762331991,"id",2.040521108e-06,c(-111.069268693616, 32.3234530544766),"2023-02-14 04:41:10 UTC",1703.56603076621
"12.2",11080,"N PANORAMA DR","Minor local road","0",2879.4762331991,"id",2.040521108e-06,c(-111.069249820634, 32.3208016372233),"2023-02-14 07:15:10 UTC",1958.49417137166
"12.3",11080,"N PANORAMA DR","Minor local road","0",2879.4762331991,"id",2.040521108e-06,c(-111.069244144777, 32.3179401524657),"2023-02-19 12:03:10 UTC",2280.72036332027
"12.4",11080,"N PANORAMA DR","Minor local road","0",2879.4762331991,"id",2.040521108e-06,c(-111.069241487384, 32.3166003649976),"2023-02-19 15:30:10 UTC",2443.58047530389
"13",12735,"N SUNSET HEIGHTS CT","Minor local road","0",834.485078084355,"id",2.040521108e-06,c(-111.058221014955, 32.3100535284968),"2023-02-14 08:46:10 UTC",1263.90326517262
"13.1",12735,"N SUNSET HEIGHTS CT","Minor local road","0",834.485078084355,"id",2.040521108e-06,c(-111.057767497767, 32.311026978507),"2023-02-19 09:22:10 UTC",1307.36445717534
"13.2",12735,"N SUNSET HEIGHTS CT","Minor local road","0",834.485078084355,"id",2.040521108e-06,c(-111.057790665677, 32.310977250392),"2023-02-03 23:53:10 UTC",1304.70960550437
"14",13544,"N WILD LIFE DR","Minor local road","0",3201.91950095963,"id",2.040521108e-06,c(-111.048355689274, 32.298552235385),"2023-02-20 05:51:08 UTC",1064.44144025305
