LINEARID,FULLNAME,RTTYP,MTFCC,STATEFP,COUNTYFP,id,area,geometry
1103691831766,W Speedway Blvd,M,S1400,04,019,id,2.040521108e-6,"c(-111.009359036993, -111.007066362869, -111.006109775147, -111.006517486662, 32.2352369839147, 32.2353487557904, 32.2355380476683, 32.2354628499354)"
1106093131105,Congress Te,M,S1400,04,019,id,2.040521108e-6,"c(-110.994604704836, -110.994606511925, -110.994066532908, -110.994004782928, -110.994591515919, -110.994599058367, -110.994602641516, -110.994602812488, -110.9946039994, -110.994606869585, -110.994608381898, 32.2188972991328, 32.2189060701084, 32.2185428982552, 32.2203348189087, 32.219473740365, 32.2192488182654, 32.2191421200681, 32.2191370289058, 32.2191016852454, 32.2190162172488, 32.2189711837285)"
1102868901612,S Sentinel Peak Rd,M,S1400,04,019,id,2.040521108e-6,"c(-110.993739682581, -110.993746269285, -110.993789184515, -110.993798995571, -110.993820604806, -110.993825054915, -110.993845101239, -110.993874642199, -110.993879824553, -110.994616847276, -110.994602163381, -110.994587794257, -110.994559322723, -110.994561583761, -110.994564522157, -110.994573312666, -110.994527647409, -110.994353346118, -110.99438874603, -110.994412745456, -110.994222567512, -110.9942259979, -110.994209024287, -110.994218777026, -110.994190713688, -110.994189244864, -110.994195151764, 
-110.994130290332, -110.994131882912, -110.994121523985, -110.994153657925, -110.994143191836, -110.994156762824, -110.994059020603, -110.994050755992, -110.994062964059, -110.993959993747, -110.993968203994, -110.993967342739, -110.99398621185, -110.993936283068, -110.993918034019, -110.993915356176, -110.993888643898, -110.993887918873, -110.99425830687, -110.994259958718, -110.994281051973, -110.994292222241, -110.994317787223, -110.99432475675, -110.994330571819, -110.994343409417, -110.994631286063, 
-110.994656363956, -110.994698649282, -110.994762891501, -110.994930932798, -110.994946785632, -110.99499091491, -110.994873542915, -110.995088071101, -110.995073076275, -110.995051174077, -110.995040925378, -110.995131360547, -110.995143142602, -110.995280692335, -110.995219930558, -110.995224174108, -110.995264963629, -110.9952609984, -110.995324258159, -110.995337678477, -110.995370310384, -110.995487236111, -110.99550155431, -110.995528232802, -110.995533570198, -110.995594540376, -110.995640939943, 
-110.995653953542, -110.995736529519, -110.995784996256, -110.995851562843, -110.995902792294, -110.996097513335, -110.996040129356, -110.996044240804, -110.996067914627, -110.996003516822, -110.995988689561, -110.996298163415, -110.996292417779, -110.996270571903, -110.996210369856, -110.996231408652, -110.996228454334, -110.996223113457, -110.996188393029, -110.996194182396, -110.996130832715, -110.996376704842, -110.996370948856, -110.996395347573, -110.996411405118, -110.996402214782, -110.996444305171, 
-110.996445012402, -110.996455028035, -110.996464858889, -110.996830717233, -110.996821917268, -110.996816977533, -110.996676343042, -110.996739753473, -110.996637482929, -110.996632571876, -110.996656970322, -110.996672197159, -110.996665450405, -110.996664178094, -110.99661962451, -110.996574486176, -110.996543721937, -110.997745269683, -110.997762794951, -110.997702066145, -110.997663110519, -110.997679679454, -110.997610224331, -110.997966563196, -110.997921109532, -110.997925786862, -110.997897745108, 
-110.997908694757, -110.997894414233, -110.997889448301, -110.997836987454, -110.997841009942, -110.997997239186, -110.997984874915, -110.99798070545, -110.998068871778, -110.998050808859, -110.998042206484, -110.99803783588, -110.998030275863, -110.998032980401, -110.998036273251, -110.99811835206, -110.998090851354, -110.998154378267, -110.998148545638, -110.998276020387, -110.998276991986, -110.998174933221, -110.998179456936, -110.997594684745, -110.99756450762, -110.997562843071, -110.997517744206, 
-110.997456820825, -110.997377931575, -110.997276247622, -110.997303371607, -110.997299065801, -110.997321481383, -110.997332738123, -110.99735033169, -110.99736065072, -110.997370879943, -110.99709159901, -110.997231569925, -110.997229800293, -110.996863862542, -110.99688350146, -110.996880924896, -110.996880891746, -110.996880487561, -110.996893522376, -110.996938267664, -110.996938514382, -110.996977847368, -110.996971122653, -110.99545483642, -110.995455437441, -110.995460687974, -110.995409047268, 
-110.995376365342, -110.993250165839, -110.993231892287, -110.993232530787, -110.993236687534, -110.993235209754, -110.993248154833, -110.993260302965, -110.993253902646, -110.993617245013, -110.993614609546, -110.99364099112, -110.993650954692, -110.993658724398, -110.993594812475, -110.99358580586, -110.993586079548, -110.993512656426, -110.993559099286, -110.993574936914, -110.993478010562, -110.993457787119, -110.993436943375, -110.99350219317, -110.993371157981, -110.993353236565, -110.993281023088, 
-110.99328267532, -110.993280221724, -110.993274689998, -110.993295021341, -110.993287699022, -110.993320394976, -110.999475885787, -110.999484634083, -110.999480148807, -110.999471512409, -110.999423158727, -110.999426002682, -110.999429567091, -110.999438715601, -110.999438662559, -110.999439998412, -110.99945826257, -110.999464237258, -110.999420684, -110.999463328889, -110.999458891603, -110.999450730465, -110.99945565279, -110.999102664398, -110.999110705055, -110.999123458092, -110.999166424868, 
-110.999158318162, -110.999217781961, -110.999247317599, -110.999246272775, -110.999270403218, -110.999287965816, -110.999304782289, -110.999329077098, -110.999329384563, -110.999345201749, -110.999330394989, -110.999403318643, -110.999415360949, -110.99907170955, -110.998987982876, -110.999000182127, -110.998893974528, -110.998873758509, -110.998850863648, -110.998839988912, -110.998795062228, -110.998679393425, -110.998682377089, -110.998687329869, -110.998611080698, -110.998482783137, -110.998503662081, 
-110.998522776188, -110.998518983044, -110.998364021015, -110.998364194508, -110.998362793733, -110.998742275693, -110.998741444244, -110.998769119676, -110.998772909049, -110.999115745832, -110.999117276977, -110.999121868096, -110.999139735858, -110.999180941682, -110.999180777867, -110.999176774166, -110.999162261078, -110.999162556961, -110.999162014929, -110.999160716531, -110.99919500179, -110.999277148956, -110.999246797017, -110.999252281767, -110.999256172967, -110.999253656523, -110.999219937313, 
-110.999214707676, -110.999225948164, -110.999440830909, -110.999440062194, -110.99944274218, -110.999430612449, -110.999425951749, -110.999403208353, -110.999396946487, -110.999374699392, -110.999371779219, -110.999365240724, -110.999359653601, -110.999358362527, -110.999363134989, -110.999349853158, -110.999333470586, -110.999323743509, -110.999304034011, -110.999302728032, -110.999301132099, -110.999291910754, -110.999096875449, -110.999105719728, -110.999105841045, -110.999108936794, -110.999110104947, 
-110.999111742708, -110.999095190537, -110.999076118194, -110.999071897985, -110.999040567977, -110.999040323245, -110.999035426613, -110.999024504001, -110.99902443885, -110.999024408556, -110.999024847483, -110.999024194833, -110.999024108022, -110.999023936294, -110.999023243629, -110.999023278015, -110.999023199645, -110.999021806133, -110.999022280945, -110.999022616439, -110.999020388819, -110.999020897096, -110.999020800991, -110.999021123746, -110.999021537239, -110.999020384509, -110.999020412344, 
-110.999020069261, -110.999020142942, -110.999020169134, -110.999020225792, -110.999020045539, -110.999021137216, -110.999021203263, -110.999021311843, -110.999021000366, -110.999020991695, -110.999022111428, -110.999023314827, -110.999024150879, -110.999024333881, -110.999024888585, -110.999025697795, -110.999025422895, -110.99902669025, -110.99902654688, -110.999026583558, -110.999026612408, -110.999026292311, -110.999027666794, -110.999027243607, -110.99902694271, -110.999026876932, -110.999028483099, 
-110.999028461224, -110.999027790781, -110.999028188268, -110.999028895332, -110.999029455142, -110.999028419812, -110.999027671095, -110.999027827497, -110.999029795568, -110.999029720709, -110.999029544357, -110.999020560416, -110.999019302827, -110.999021833717, -110.999022871105, -110.999025548746, -110.999015261978, -110.999011918157, -110.999004542094, -110.999010120138, -110.998985318286, -110.998981315128, -110.99896564473, -110.998857574155, -110.99883243509, -110.998823103981, -110.998871413374, 
-110.998876965274, -110.998893851037, -110.99871391607, -110.998706068911, -110.998623523266, -110.998752741654, -110.998754233475, -110.99875663523, -110.998759142303, -110.998747546614, -110.998537671245, -110.998501811073, -110.998445078955, -110.998448950978, -110.998479436815, 32.2163511542778, 32.2163425363629, 32.216286386867, 32.2162735502499, 32.2162452770834, 32.2162394546309, 32.2162132263284, 32.2161745753574, 32.2161677948351, 32.2153143692532, 32.21532926297, 32.215343837413, 32.2153727157536, 
32.2153704224101, 32.2153674420313, 32.2153585259228, 32.2154048436222, 32.2155816346579, 32.2155457291634, 32.2155213869547, 32.2157323919064, 32.2157284325367, 32.2157480235588, 32.2157367669039, 32.2157691577238, 32.2157708530456, 32.2157640352796, 32.2158400873166, 32.2158380035873, 32.2158515571861, 32.2158119275929, 32.2158240075738, 32.2158083439114, 32.2159333363777, 32.2159441497509, 32.2159281767793, 32.2160629023819, 32.2160521601726, 32.2160532870307, 32.2160285988542, 32.2160939251922, 
32.2161178020453, 32.2161213057038, 32.2161562557196, 32.2161572043331, 32.2156911413453, 32.2156892347725, 32.2156648887989, 32.215651995996, 32.215622488693, 32.2156144444067, 32.2156077326038, 32.2155929153323, 32.215299724139, 32.215281877809, 32.215252161038, 32.2152070136043, 32.2150889190389, 32.2150777780982, 32.2150467652168, 32.2151292510489, 32.2149789977205, 32.2149894058961, 32.2150046085945, 32.2150117223928, 32.2149491073791, 32.2149410362296, 32.2148468093205, 32.2148884335401, 32.2148855265424, 
32.2148575841121, 32.2148603004516, 32.2148169649672, 32.2148077714984, 32.2147854418361, 32.2147107737599, 32.2147029218457, 32.2146882916995, 32.2146853647377, 32.2146521151065, 32.2146268513317, 32.2146197656434, 32.2145748043366, 32.2145484149235, 32.2145124665843, 32.2144852168751, 32.2143931818543, 32.2144199322906, 32.2144180156765, 32.2144069797585, 32.2144369997723, 32.2144439117176, 32.2143037871184, 32.2143062495367, 32.214315612063, 32.2143414129329, 32.2143323963135, 32.2143336624491, 
32.2143359513947, 32.2143508315594, 32.2143483504064, 32.2143776494866, 32.2142665728317, 32.214269365893, 32.2142575265425, 32.2142497346978, 32.2142541942635, 32.2142337700985, 32.2142334269178, 32.2142285668751, 32.2142237964939, 32.2140518740129, 32.2140547074812, 32.214056298008, 32.214118925012, 32.2140856677774, 32.2141393061721, 32.2141418818954, 32.2141290855231, 32.2141210994252, 32.2141246379307, 32.214125305226, 32.2141486724604, 32.2141706002262, 32.2141855284844, 32.2137679391851, 32.2137635107021, 
32.2137797732317, 32.2137904437012, 32.2137859052489, 32.2138049299157, 32.2137188491706, 32.2137288116491, 32.2137277864786, 32.213733932628, 32.2137315327012, 32.2137346626837, 32.2137357511084, 32.213747249375, 32.2137463677348, 32.2137143366377, 32.2137158173819, 32.2137163167164, 32.213705757899, 32.2137079211231, 32.2137089513467, 32.2137094747718, 32.2137103801615, 32.2137100562653, 32.2137096619126, 32.2136998321025, 32.2137031256106, 32.2136968843199, 32.2136969388284, 32.2136974605705, 
32.2136975130896, 32.2136966922225, 32.2136966499454, 32.2138091864052, 32.2138174522958, 32.2138179082363, 32.213830658311, 32.213850275214, 32.2138756769453, 32.2139084183025, 32.213899684623, 32.2139010710546, 32.213893853434, 32.2138902288608, 32.2138845638809, 32.2138812412394, 32.2138779475136, 32.2139678732968, 32.2139228041029, 32.2139233739075, 32.2140412016706, 32.2140348781983, 32.2140357078181, 32.2140357184921, 32.2140358486343, 32.2140316515944, 32.2140172441837, 32.2140171647437, 32.2140045000085, 
32.2140066652846, 32.2147285413184, 32.214728211727, 32.2147253324058, 32.2147593169756, 32.2147813582637, 32.2176657643274, 32.2174938069899, 32.2174700548005, 32.2173361047695, 32.2173703971969, 32.2172544576801, 32.2171679628953, 32.2172135332297, 32.2165113488385, 32.2165147970181, 32.2164802800203, 32.2164672439209, 32.2164570782212, 32.2165406989939, 32.21655248301, 32.2165521249234, 32.2166481896552, 32.2165874251621, 32.2165667036462, 32.2166935192357, 32.2167241886964, 32.2167586447534, 
32.2166618794622, 32.2168673920706, 32.2168970172268, 32.2170989261766, 32.2170936390337, 32.2171014905404, 32.2171191920576, 32.2170541317535, 32.2170775631867, 32.2169580330521, 32.2134151246151, 32.2134722456716, 32.2135531990848, 32.2135844550522, 32.2136823923897, 32.2136779558201, 32.2136723953427, 32.2136581236642, 32.2136582064107, 32.2136561224781, 32.2136152288851, 32.2136013521865, 32.213686252963, 32.2133827197312, 32.2133712686704, 32.2133502076618, 32.213362910443, 32.2138503810483, 
32.2138500528554, 32.213848030643, 32.2138406457281, 32.2138420390694, 32.213824001364, 32.2138133988282, 32.2138137738934, 32.2138051116769, 32.2137988071461, 32.2137896688011, 32.2137745520308, 32.2137743607189, 32.2137631700156, 32.2137737320095, 32.2137078999609, 32.2136939048445, 32.2138516445174, 32.213849528311, 32.213851625056, 32.2138290828708, 32.2138240610595, 32.2138183737989, 32.2138156724288, 32.2138045122748, 32.213766359298, 32.2137673478623, 32.2137689888449, 32.213745779343, 32.2137198231962, 
32.2137240472686, 32.2137279142891, 32.2137271468895, 32.2137025133226, 32.2137025354708, 32.2137023566479, 32.2137871937839, 32.2137869183039, 32.2137960878618, 32.2137973433748, 32.2127351157076, 32.2127382169202, 32.2127461874202, 32.2127772070771, 32.2128487431135, 32.2128484587213, 32.2128415080369, 32.2128163123659, 32.2128168260373, 32.2128158850339, 32.2128136309296, 32.2128731523626, 32.2130157648167, 32.2129630720713, 32.2129725939244, 32.2129793492773, 32.2129749805818, 32.2129164419932, 
32.21290736302, 32.2129268772013, 32.2133265602242, 32.2133248589723, 32.2133307900806, 32.2133039456252, 32.2132936309683, 32.2132432972188, 32.2132294389816, 32.2131851176301, 32.2131800480636, 32.2131686969047, 32.2131589973731, 32.213156756002, 32.2131650412402, 32.2131419832971, 32.2131135422883, 32.2130966555594, 32.2130624387912, 32.2130601715401, 32.2130574009115, 32.2130413921399, 32.2126694625753, 32.2127002332725, 32.2127006553551, 32.212711425968, 32.212715490161, 32.2127211881989, 32.2126636004874, 
32.212597244593, 32.2125825617635, 32.2124343918149, 32.2124331909199, 32.2124091632396, 32.2123269505551, 32.2123228721509, 32.2123209756948, 32.2123484524383, 32.2123075967119, 32.2123021623279, 32.2122914121943, 32.2122480514434, 32.2122502039629, 32.2122452980002, 32.2121580641745, 32.2121877874253, 32.2122087893407, 32.2120693401653, 32.2121011583635, 32.2120951421799, 32.2121153466723, 32.2121412314086, 32.2120082797829, 32.2120056215629, 32.2120383856578, 32.2120313492155, 32.2120288478368, 
32.2120591346307, 32.2120478507235, 32.2119363968498, 32.2119300894882, 32.2119197201246, 32.2119494659128, 32.2119502940004, 32.211843360337, 32.2117284362177, 32.2116485935256, 32.2116311168263, 32.2115781425991, 32.211500863019, 32.2115271159877, 32.2114060833298, 32.2114197752609, 32.2114162724761, 32.2114135172518, 32.211444086658, 32.2113128229257, 32.2113532375357, 32.2113819732996, 32.2113882551087, 32.2112348653378, 32.2112369544293, 32.2113009821657, 32.2112630219307, 32.2111954968121, 
32.2111420344123, 32.2110721189666, 32.2110636466625, 32.2110654164687, 32.2111095234696, 32.211116672515, 32.2111335143372, 32.2109831837856, 32.2109689531659, 32.2109975921823, 32.2110093310501, 32.2110396306411, 32.2109232277363, 32.2108853897007, 32.2108571887099, 32.2108725732881, 32.2108041682572, 32.2107931272919, 32.2107499073058, 32.2105494072673, 32.2105093102457, 32.2104969589632, 32.2105728081577, 32.2105821959239, 32.2106107482246, 32.2103524302044, 32.2103420431352, 32.2102318554702, 
32.2104038225276, 32.2104057972075, 32.2104089763404, 32.2104122948777, 32.2103969460043, 32.2101088559428, 32.2100541453332, 32.2099656432136, 32.2099716835773, 32.2100192415081)"
1101299302234,W Tinna Pl,M,S1400,04,019,id,2.040521108e-6,"c(-110.994203629503, -110.994170497666, -110.994534663502, -110.994502837964, -110.994480976676, -110.994468880386, -110.994444515543, -110.994460871674, -110.994373072442, -110.994273762748, -110.994328033345, -110.994559716219, -110.994577605375, -110.994587718721, -110.994586528247, -110.994630831538, 32.2151886521114, 32.2151902853419, 32.2152086787628, 32.2151880832174, 32.2151789512705, 32.215178375258, 32.2151772150266, 32.215177993891, 32.2151802993034, 32.2151851948717, 32.2151825195594, 
32.2152319258982, 32.2152485257497, 32.215257910204, 32.2152568055308, 32.2152979157528)"
1101299307142,W Mission Ln,M,S1400,04,019,id,2.040521108e-6,"c(-110.982718721024, -110.983084589199, -110.98304968414, -110.982591233149, 32.2138106098446, 32.2138556405396, 32.2138513567393, 32.2137948921974)"
1101299307052,S Melwood Ave,M,S1400,04,019,id,2.040521108e-6,"c(-110.986432187338, -110.986434504745, -110.986471848139, -110.986587935881, -110.98665820137, -110.986629368599, -110.986395103996, -110.986367676099, -110.986379206406, -110.986333201412, -110.9863262105, -110.98633023732, -110.986325137472, -110.9863253032, -110.98632227174, -110.986321443994, -110.986317119562, 32.2158565086736, 32.215865091668, 32.2160028451662, 32.2164328322059, 32.2167035188471, 32.2165924738862, 32.2156942332571, 32.2155353481023, 32.2156065352568, 32.2151275418463, 32.2149752412057, 
32.2150913317153, 32.2149220191499, 32.2149302392741, 32.2147798789483, 32.2147388227025, 32.2145210434745)"
1101299345218,W Grandview Ln,M,S1400,04,019,id,2.040521108e-6,"c(-110.988164848417, -110.986685530367, -110.987247329859, -110.987708433936, -110.987792003178, -110.98787899574, -110.987846757098, 32.2160440213932, 32.2163203076605, 32.2162146069504, 32.2161278829593, 32.2161121651433, 32.216095914642, 32.2161018669193)"
1101299304683,W Spruce St,M,S1400,04,019,id,2.040521108e-6,"c(-110.989956387399, 32.217010452413)"
1101299300961,W Cedar St,M,S1400,04,019,id,2.040521108e-6,"c(-110.995128220609, -110.99491620261, -110.994892010213, -110.994857216978, -110.994780979017, -110.99474885388, -110.994739018728, -110.994604552759, -110.994575974695, -110.994430210662, -110.994303167979, -110.994247020081, -110.994160410444, 32.2182414734514, 32.2182380675159, 32.2182385125602, 32.2182391104054, 32.2182396436773, 32.2182398683736, 32.218239937163, 32.2182408775743, 32.2182410774216, 32.2182420966542, 32.2182429848442, 32.2182382370838, 32.2182306097994)"
11010910250150,W Cll Puebla,M,S1400,04,019,id,2.040521108e-6,"c(-111.021820123262, 32.2192685073013)"
