LINEARID,FULLNAME,RTTYP,MTFCC,STATEFP,COUNTYFP,id,area,geometry
1101299478939,W San Vicente Blvd,M,S1400,04,019,id,2.040521108e-6,"c(-111.003080796707, 32.2062890000417)"
1103528666775,Cushing St,M,S1400,04,019,id,2.040521108e-6,"c(-110.988080013375, 32.2166226300749)"
1101299302880,N Ave Carina,M,S1400,04,019,id,2.040521108e-6,"c(-111.010147086289, -111.010145015839, -111.010137327385, 32.2277404742782, 32.2276571385722, 32.2273437467292)"
1101300937491,NA,NA,S1400,04,019,id,2.040521108e-6,"c(-110.992515758661, -110.992898432328, -110.993114668408, -110.993669491037, -110.994217249408, -110.994030005605, -110.993920831285, -110.992229747051, -110.992184881148, -110.992123090706, -110.991873727422, -110.991823765084, -110.99182148463, -110.991028132566, -110.9913688346, -110.991522179483, -110.9915984826, -110.991590979755, 32.2051754007329, 32.2050691006059, 32.2050063226874, 32.2048217087891, 32.2044563263681, 32.2045917699577, 32.2046707413461, 32.2052534675203, 32.2052657135851, 
32.2052825791399, 32.205349733703, 32.2053629226107, 32.2053635245976, 32.2056134560349, 32.2054830127133, 32.2054425337734, 32.2054223917126, 32.2054243722732)"
1101299309279,W Cll del Ocio,M,S1400,04,019,id,2.040521108e-6,"c(-111.009070816942, -111.009059691554, -111.008852399216, -111.00880034033, -111.007657786244, -111.007803365386, -111.008576883701, -111.0086813349, 32.2260312408478, 32.2260325771165, 32.2260864421974, 32.2261027218321, 32.2262316973334, 32.2262369136387, 32.2261724389623, 32.2261399366043)"
1101299533429,S Westmoreland Ave,M,S1400,04,019,id,2.040521108e-6,"c(-110.992188635279, 32.2187565886799)"
1101299352417,N la Cholla Blvd,M,S1400,04,019,id,2.040521108e-6,"c(-111.011708891582, -111.011703927672, -111.011705583355, -111.011708082857, -111.011709451424, -111.011716336505, -111.011715370335, -111.011715609196, -111.011717776431, -111.011719630809, -111.011721956425, -111.011732693842, -111.01175191382, -111.011747056929, -111.011744331786, -111.011741259541, -111.011740656075, -111.011767277686, -111.011755374327, -111.011695195309, -111.011697281722, -111.011697967003, -111.011699309534, -111.011699826831, -111.011700962767, -111.01170312925, -111.011702011612, 
-111.01171754815, -111.011717860791, -111.011713796157, -111.011713642735, -111.011711925308, -111.011709670782, -111.011709566565, -111.011709376174, -111.011708384773, -111.011705950656, -111.011706376356, -111.011707896271, 32.2278593628827, 32.2274286416741, 32.2273177574338, 32.2272010311088, 32.2271371190809, 32.226808947282, 32.2281962575097, 32.2282086782472, 32.2283943590255, 32.2285460495041, 32.2287158194658, 32.2293949746381, 32.2303132000564, 32.2300927055394, 32.2299737677478, 32.2298209756304, 
32.2297909634016, 32.231151087082, 32.2318923551512, 32.2250601294349, 32.2251410360002, 32.2251676096803, 32.2252196699714, 32.225239729575, 32.2252837785605, 32.2253635238348, 32.2253244064257, 32.2267463456309, 32.2267067589804, 32.2262116862271, 32.2261911277552, 32.2259609930153, 32.2256588855199, 32.2256449203019, 32.2256194078028, 32.2255474671127, 32.2254622731344, 32.2254771726089, 32.2255303695703)"
1103528659972,W Pso de Los Zanjeros,M,S1400,04,019,id,2.040521108e-6,"c(-110.986842154799, -110.986851672909, -110.985786620692, -110.985757169527, -110.986329597875, 32.2196311888618, 32.219651962156, 32.2195734005371, 32.2195790294464, 32.219478320287)"
1101299310380,N Panorama Cir,M,S1400,04,019,id,2.040521108e-6,"c(-110.996527152018, -110.996530973243, -110.996534303316, -110.99657355686, -110.996630362115, -110.996646967859, -110.996672597071, -110.996755684563, -110.996759245268, -110.996490019087, -110.996163166534, -110.996198656811, -110.996203871058, -110.996282359032, -110.996279873202, -110.996477222058, -110.996089007318, -110.996091205965, -110.996075186305, 32.2206320918484, 32.2206350583179, 32.2206376434993, 32.220668116545, 32.2207057344013, 32.2207166286306, 32.2207334427145, 32.2207879523118, 
32.2207902883119, 32.220603265027, 32.2203208362948, 32.2203570099694, 32.2203623285061, 32.2204420550426, 32.2204398506683, 32.2205933305053, 32.2202492906574, 32.2202512992979, 32.2202366640516)"
1101299305727,W Clausen Cir,M,S1400,04,019,id,2.040521108e-6,"c(-110.994102246888, -110.994018339522, -110.993963989688, -110.993914572423, -110.993898347463, -110.993898193223, -110.993772424148, -110.993630266138, -110.993387059932, -110.993415360111, -110.993445622831, 32.2169123623895, 32.2169144234232, 32.2169157583996, 32.2169169721988, 32.2169173707161, 32.2169173745046, 32.2169204635728, 32.2169239550266, 32.2169409944227, 32.2169383412887, 32.2169355041598)"
1106081769394,NA,NA,S1400,04,019,id,2.040521108e-6,"c(-111.022000783644, -111.023014077549, -111.023062481794, -111.022833920849, 32.2243776060314, 32.2242875185692, 32.2242340722157, 32.2243601898241)"
1105027173035,W Broadway Blvd,M,S1400,04,019,id,2.040521108e-6,"c(-111.021153406013, -111.022556628769, -111.023243829398, 32.2214092804763, 32.2214177534965, 32.2214218973354)"
1101299307833,W Cll Placida,M,S1400,04,019,id,2.040521108e-6,"c(-111.008702003901, 32.2282685018802)"
1101299477447,S San Antonio Dr,M,S1400,04,019,id,2.040521108e-6,"c(-110.998925982376, -110.998926452616, -110.998949491913, 32.2059668113143, 32.205900218387, 32.2037711855228)"
1102159761973,W Beantree Ln,M,S1400,04,019,id,2.040521108e-6,"c(-110.998649890138, 32.2035754627017)"
1103528665302,Ave del Sembrador,M,S1400,04,019,id,2.040521108e-6,"c(-110.986446044006, -110.986518437739, -110.986410671223, -110.986142493183, -110.986165569445, -110.986257306807, -110.986122441416, 32.2187629150268, 32.2194107405471, 32.218693767965, 32.2183689142019, 32.2183967809189, 32.2185087473902, 32.2183452976749)"
1101299352456,N la Cholla Pl,M,S1400,04,019,id,2.040521108e-6,"c(-111.011396360973, 32.2275020361089)"
1101299303119,S Cuesta Ave,M,S1400,04,019,id,2.040521108e-6,"c(-110.993311234576, -110.993329388525, -110.993333894428, -110.99349102955, 32.2180338747822, 32.2181688452833, 32.2182023455904, 32.219586852938)"
1101299300101,N Lazy Pl,M,S1400,04,019,id,2.040521108e-6,"c(-110.996054333022, -110.996052760288, -110.996053763266, -110.996050755698, -110.996050862763, -110.996051574344, -110.996050068913, -110.996047800954, -110.996047036407, -110.996046813207, -110.996056769931, -110.996063876525, -110.996066697084, -110.99606609991, -110.996073519831, -110.996082607284, 32.2206403188125, 32.22056502417, 32.2206130417619, 32.2204690543294, 32.2204741800793, 32.2205082470701, 32.2204361743944, 32.2203150557238, 32.2202704571439, 32.2202574371221, 32.2207569854772, 
32.2208952157401, 32.2209460626538, 32.2209354841487, 32.2210442217549, 32.2210694646854)"
1101299303440,W Cll Genova,M,S1400,04,019,id,2.040521108e-6,"c(-111.022043247738, -111.021179707364, 32.2174133604634, 32.2171301256474)"
1101299398165,W Cll del Reposo,M,S1400,04,019,id,2.040521108e-6,"c(-111.010632085781, -111.01063061777, -111.010624399614, -111.010260603736, -111.00942642282, -111.009131237084, -111.010687792745, -111.010830404998, -111.011270998324, -111.011308924289, -111.011561921729, -111.011497855072, -111.011684073438, 32.2269925961142, 32.2269936132735, 32.2269979217252, 32.227160950424, 32.2270103099104, 32.2270173309874, 32.2269539976991, 32.2268551838138, 32.2267275359522, 32.2267269915555, 32.2267243772743, 32.2267249425592, 32.226723299393)"
11012812693711,W St Marys Rd,M,S1400,04,019,id,2.040521108e-6,"c(-110.98400862645, -110.98452099688, -111.005455634212, -111.005265838912, -111.005207776626, -111.004858281552, -111.004056455758, -111.004007121767, -111.004213206954, -111.004183990068, -111.004240818498, -111.003513625909, -111.003413122628, -111.003293283593, -111.003255736817, -111.003124059797, -111.003057338638, 32.229494610172, 32.2295357865751, 32.2264811452696, 32.2267311820361, 32.2268109857412, 32.2272319054149, 32.227902084716, 32.2279317941319, 32.2278011945098, 32.2278210156346, 
32.2277824624563, 32.2281507944704, 32.2281861170833, 32.2282255716141, 32.2282383436945, 32.2282831354265, 32.2283021653901)"
11012812691996,W Saint Marys Rd,M,S1400,04,019,id,2.040521108e-6,"c(-110.98400862645, -110.98452099688, -111.005455634212, -111.005265838912, -111.005207776626, -111.004858281552, -111.004056455758, -111.004007121767, -111.004213206954, -111.004183990068, -111.004240818498, -111.003513625909, -111.003413122628, -111.003293283593, -111.003255736817, -111.003124059797, -111.003057338638, 32.229494610172, 32.2295357865751, 32.2264811452696, 32.2267311820361, 32.2268109857412, 32.2272319054149, 32.227902084716, 32.2279317941319, 32.2278011945098, 32.2278210156346, 
32.2277824624563, 32.2281507944704, 32.2281861170833, 32.2282255716141, 32.2282383436945, 32.2282831354265, 32.2283021653901)"
1101299305726,S Clausen Cir,M,S1400,04,019,id,2.040521108e-6,"c(-110.994150392827, -110.994209860745, -110.994242687979, -110.994293013813, -110.994315876784, -110.994316295967, -110.994314283736, -110.994319956631, -110.994319784018, -110.994320449367, -110.994323241601, -110.994323456738, -110.994322076278, -110.994321698385, -110.994321411366, -110.994268219018, -110.99427110231, -110.994296190233, -110.994304442438, -110.994304909877, -110.99430137033, -110.994309065837, -110.994309249112, -110.99430819775, -110.994310220059, -110.99431023571, -110.994311893803, 
-110.994322565389, -110.994322068099, -110.994318722078, -110.994319448771, -110.994315191134, -110.994316942744, -110.994316965652, -110.994316183286, -110.994316238717, -110.994316265535, -110.994188579122, -110.994243795859, -110.994246845386, -110.994239316227, -110.994218954081, -110.994220934796, -110.994159611879, 32.2158372291535, 32.2158757036096, 32.2159053281981, 32.2159691372563, 32.2160808853675, 32.2160833166236, 32.2160716456943, 32.2161337576584, 32.2161274860472, 32.2161516604331, 
32.2162531116071, 32.2162609282616, 32.2162107715776, 32.2161970414559, 32.2161866130835, 32.2168584065519, 32.2168538850275, 32.2168145425947, 32.2167889272061, 32.2167864731512, 32.2168050557707, 32.2167631565606, 32.2167580249038, 32.2167692118132, 32.216730838513, 32.2167304002724, 32.2166839738564, 32.2163851694033, 32.2163990935675, 32.2164927823336, 32.2164724348999, 32.2165916487736, 32.2165426037327, 32.2165419622917, 32.21656386853, 32.2165623164681, 32.2165615655539, 32.2169072280681, 
32.2168869405774, 32.2168844138257, 32.2168906522729, 32.2169052030626, 32.2169050710141, 32.2169091592187)"
1101299307036,N Melrose Ave,M,S1400,04,019,id,2.040521108e-6,"c(-110.991092479942, 32.2202970244492)"
